alert_id,detected_timestamp,resolved_timestamp,hostname,user_id,endpoint_product,alert_name,severity,status,description,file_path,process_name,sha256,assigned_to,device_criticality,severity_rank,resolution_duration_hours
EPA00001416,2026-08-12 10:24:45,2026-08-14 05:24:45,LPT-11721,EMP11721,McAfee,USB device blocked,High,In Progress,Process attempted to access sensitive directory.,C:\Users\user\AppData\Local\Temp\cache.bin,explorer.exe,8e6a8af1e46046a77a2f6dfbdbe11adab3404e47a28e5b1eb71e2bfc2308eb84,unassigned,High,3,43.0
EPA00000569,2026-08-05 00:58:18,2026-08-05 18:58:18,VDR-11843,EMP11843,SYMANTEC,Unauthorized USB,High,New,Endpoint protection detected suspicious activity on host.,E:\Backup\data.rar,Unknown,6ea3d0f5f1bda61a13132d5250c1dda602e9d36de60e7c0b4f7be8318a445d7d,Unknown,Medium,3,18.0
EPA00000361,2026-08-10 15:36:44,2026-08-14 00:00:00,Unknown,EMP11865,SentinelOne,Trojan:Win32,Medium,New,Alert triggered by abnormal network connection.,C:\Windows\Temp\update.tmp,explorer.exe,9c613d6d7f054543ce12ca21c15394c907ecabb8251ea0b8f82fcd5e6964e3b1,Unknown,High,2,80.39
EPA00007742,2026-08-27 06:10:00,2026-08-31 16:10:32,LPT-11274,EMP11274,CrowdStrike,Credential dumping attempt,Low,False Positive,Alert triggered by abnormal network connection.,C:\Windows\System32\drivers\etc\hosts,explorer.exe,02c6e0b5a361a14a89b429d6caaf5f88a843dfc5c0cd7db4c5e6fadaab49ff7c,incident.team,Medium,1,106.01
EPA00007132,2026-08-02 17:18:00,Unknown,WS-11287,EMP11287,Quick Heal,Credential dumping attempt,Medium,New,Alert generated from heuristic engine. Possible false positive.,C:\ProgramData\svc\agent.dll,msedge.exe,5ffa88ebe9feb110d661f6ca4e88058424f12a65248bfd9a115112cf0c5ef25e,Unknown,Critical,2,62.99
EPA00006582,2026-09-04 00:00:00,2026-09-06 00:00:00,VDR-12388,EMP12388,SentinelOne,Keylogger suspected,Medium,In Progress,Alert generated from heuristic engine. Possible false positive.,C:\Windows\System32\drivers\etc\hosts,unknown,285270731575eb1e36101b8471709b8bdacc67b9487c0eed84b00ad06f76bc88,unassigned,Critical,2,48.0
EPA00004658,2026-08-08 11:39:30,2026-08-10 17:39:30,WS-12833,EMP12833,Quick Heal,Phishing URL blocked,Low,Closed,Suspicious script execution observed. Logs attached.,C:\Windows\System32\drivers\etc\hosts,winword.exe,c8902dee1103800063f74705ced9df8ca5bdd639fed3eec25ade923d8141a176,incident.team,Critical,1,54.0
EPA00003101,2026-09-08 22:59:00,2026-09-10 18:59:12,WS-12874,EMP12874,McAfee,Lateral movement detected,Medium,In Progress,Alert generated from heuristic engine. Possible false positive.,Unknown,Unknown,c964964189e91fdfd7609f0d7b025005c9a76c048e2e7d9076d4818189253d47,Unknown,Low,2,44.0
EPA00004142,2026-09-04 22:03:08,Unknown,LPT-12741,EMP12741,SYMANTEC,Keylogger suspected,Low,In Progress,Endpoint agent blocked execution. Review required.,C:\ProgramData\svc\agent.dll,Unknown,3754e3cede08beb7b317359403f2c3afdfb9b5437a7d3b6956d905a71e080d27,soc.analyst2,High,1,62.99
EPA00000760,2026-08-16 01:23:31,2026-08-19 00:00:00,WS-10391,EMP10391,Carbon Black,suspicious_powershell,Medium,False Positive,Malicious file blocked. User notified. Need validation.,C:\Users\user\AppData\Local\Temp\cache.bin,explorer.exe,c24f77969c6f6671dbd0cdbafa59207814719e918709245f763a0cfecb5b4d56,unassigned,High,2,70.61
EPA00003549,2026-08-25 14:55:38,2026-08-29 08:55:38,VDR-10222,EMP10222,Windows Defender,Unauthorized USB,High,Open,Process attempted to access sensitive directory.,C:\Users\Public\Downloads\invoice.exe,powershell.exe,9465a5b37a33d8e8a2342182440ffd9e920c15cca3483f9bf097a92fb68be06e,admin,Unknown,3,90.0
EPA00004535,2026-09-05 23:18:55,Unknown,LPT-12207,EMP12207,Windows Defender,Ransomware Activity,Low,Investigating,Alert triggered by abnormal network connection.,C:\Users\user\AppData\Local\Temp\cache.bin,explorer.exe,395550d96381fdd27d241cbffedd1422ef9fb600ee7c3c8854405ea762758c62,soc.analyst1,Low,1,62.99
EPA00007790,2026-09-01 01:27:20,Unknown,LPT-12522,EMP12522,Windows Defender,Ransomware Activity,Medium,Unassigned,Suspicious script execution observed. Logs attached.,D:\Projects\scripts\cleanup.ps1,unknown,Unknown,soc.analyst2,Critical,2,62.99
EPA00007988,Unknown,2026-08-04 05:00:40,LPT-12457,EMP12457,SentinelOne,MALWARE_DETECTED,Medium,False Positive,User reported machine slowdown after popup. AV alert generated.,C:\ProgramData\svc\agent.dll,powershell.exe,Unknown,Unknown,Critical,2,62.99
EPA00006723,2026-08-10 00:00:00,2026-08-11 00:00:00,WS-11806,EMP11806,SYMANTEC,Credential dumping attempt,Low,Resolved,Threat detected after file download from external website.,C:\Users\user\AppData\Local\Temp\cache.bin,python.exe,7773d233b25b67b2b12e220de744c8eea41ec40320de9d18d3c63596f56e506b,incident.team,Unknown,1,24.0
EPA00006858,2026-09-04 16:33:43,Unknown,WS-12822,EMP12822,SYMANTEC,MALWARE_DETECTED,High,New,Suspicious script execution observed. Logs attached.,C:\Users\user\Desktop\salary.xlsx,Unknown,43d733d73baad253faa9b06da6def5517e332026d9b0dd2bac378d06d55f6ae1,Unknown,Unknown,3,62.99
EPA00000215,2026-08-20 08:23:01,2026-08-21 10:23:01,VDR-10203,EMP10203,CrowdStrike,Browser hijack attempt,Low,New,Threat detected after file download from external website.,C:\ProgramData\svc\agent.dll,excel.exe,be448daa65ed6b8db472ca0ea3e5f487b06511caf3065b4cf0eb72df25512743,soc.analyst1,Critical,1,26.0
EPA00003663,2026-08-12 00:00:00,2026-08-11 23:12:00,VDR-10795,EMP10795,Kaspersky,Malware detected,Medium,New,Suspicious script execution observed. Logs attached.,Unknown,winword.exe,5562f08e79c2e50163897d866e516ea90374715d322885298200045e02fb4a66,unassigned,Medium,2,62.99
EPA00004047,2026-09-03 00:00:00,Unknown,VDR-12030,EMP12030,SentinelOne,Unusual admin share access,Critical,Closed,Suspicious script execution observed. Logs attached.,E:\Backup\data.rar,powershell.exe,Unknown,incident.team,Unknown,4,62.99
EPA00003766,2026-08-04 04:53:57,2026-08-02 08:53:00,LPT-12257,EMP12257,Defender,MALWARE_DETECTED,Medium,Resolved,Alert generated from heuristic engine. Possible false positive.,C:\ProgramData\svc\agent.dll,cmd.exe,Unknown,soc.analyst1,Critical,2,62.99
EPA00006021,2026-08-21 18:34:41,Unknown,VDR-12193,EMP12193,Windows Defender,Keylogger suspected,Medium,Open,Alert generated from heuristic engine. Possible false positive.,E:\Backup\data.rar,cmd.exe,Unknown,unassigned,High,2,62.99
EPA00003943,2026-08-13 06:51:00,2026-08-16 00:51:22,WS-12680,EMP12680,Defender,Suspicious PowerShell Execution,High,Resolved,User reported machine slowdown after popup. AV alert generated.,C:\Users\user\Desktop\salary.xlsx,winword.exe,44c9de210d62e1152558f8b8b931a6e6c6c2f06987aa0c10ab0a4e4c3c80886f,Unknown,Low,3,66.01
EPA00005038,2026-09-05 03:27:36,2026-09-08 05:27:36,LPT-10245,EMP10245,Defender,ransomware_behavior,High,False Positive,Endpoint protection detected suspicious activity on host.,D:\Projects\scripts\cleanup.ps1,excel.exe,c28b9d99eb536547c6024c8f8b29f618a4b4927d4ee9723fca62301d751937df,Unknown,Low,3,74.0
EPA00005323,2026-08-24 17:26:18,2026-08-26 00:00:00,Unknown,EMP12498,SentinelOne,ransomware_behavior,High,Open,Endpoint protection detected suspicious activity on host.,E:\Backup\data.rar,cmd.exe,5ba8493bd636195f3dc8d97aab9fb6ed49a0c47769ec8d5b10d2f3b0d16e1eb5,soc.analyst2,Unknown,3,30.56
EPA00004236,2026-08-26 17:33:00,2026-08-30 00:00:00,VDR-11392,EMP11392,McAfee,ransomware_behavior,Low,Resolved,Suspicious script execution observed. Logs attached.,Unknown,explorer.exe,Unknown,Unknown,High,1,78.45
EPA00001474,2026-08-16 20:13:25,2026-08-20 16:13:25,VDR-10123,EMP10123,CrowdStrike,Keylogger suspected,Low,Unassigned,Suspicious script execution observed. Logs attached.,E:\Backup\data.rar,cmd.exe,cbefa9b2db5c0916c6c1b4a308d88d4ec628d18dbc5721cbb7222706b31e9d9b,Unknown,Critical,1,92.0
EPA00002245,2026-08-14 19:36:17,2026-08-15 23:36:17,WS-11749,EMP11749,Kaspersky,Unauthorized USB,Medium,Investigating,Malicious file blocked. User notified. Need validation.,C:\Users\user\Desktop\salary.xlsx,unknown,Unknown,soc.analyst1,Low,2,28.0
EPA00000726,2026-08-16 11:19:15,Unknown,VDR-11929,EMP11929,SYMANTEC,Trojan:Win32,Medium,Open,Endpoint agent blocked execution. Review required.,Unknown,powershell.exe,Unknown,soc.analyst2,High,2,62.99
EPA00007064,Unknown,2026-08-28 21:01:14,WS-11852,EMP11852,Defender,Unusual admin share access,High,Open,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\AppData\Local\Temp\cache.bin,explorer.exe,1d774fa80732fb3155ea6e3b8f99420f62efbf6fa27ee33e50f31366b38d33a3,admin,High,3,62.99
EPA00003561,2026-08-18 04:39:12,2026-08-20 19:39:12,LPT-12424,EMP12424,CrowdStrike,Trojan:Win32,Critical,Closed,Threat detected after file download from external website.,C:\Windows\Temp\update.tmp,winword.exe,d0651612802583be967803c0328e3be4c72d8fefa620a397e4e6a4901f417735,Unknown,Critical,4,63.0
EPA00000050,2026-08-03 04:48:36,2026-08-01 22:48:00,VDR-10209,EMP10209,Defender,MALWARE_DETECTED,Medium,Unassigned,User reported machine slowdown after popup. AV alert generated.,C:\Windows\Temp\update.tmp,unknown,Unknown,admin,High,2,62.99
EPA00006766,Unknown,2026-08-30 09:32:46,VDR-11165,EMP11165,Carbon Black,Trojan:Win32,Medium,New,Threat detected after file download from external website.,C:\Windows\System32\drivers\etc\hosts,python.exe,b39b7450e848e1a44cbbd0430372a0bd4ceaacaf4e48fa1dc9ae73281b1b0a1b,Unknown,Critical,2,62.99
EPA00006180,2026-08-18 14:44:42,2026-08-19 13:44:42,WS-11331,EMP11331,CrowdStrike,Lateral movement detected,Medium,Open,Alert triggered by abnormal network connection.,C:\ProgramData\svc\agent.dll,Unknown,5fe3d087392f225212f96d673faad28b706ec89b3baef3db471639d407080be4,incident.team,Low,2,23.0
EPA00003131,Unknown,2026-08-11 12:15:14,WS-10319,EMP10319,McAfee,Keylogger suspected,High,Investigating,Alert triggered by abnormal network connection.,Unknown,winword.exe,c0561036474289d0121125a9506e091650f0f0b1b110fbaf8a8e5232554861ea,soc.analyst1,Low,3,62.99
EPA00000888,2026-08-17 07:12:57,Unknown,VDR-10929,EMP10929,SentinelOne,Suspicious PowerShell Execution,Low,False Positive,Alert generated from heuristic engine. Possible false positive.,D:\Projects\scripts\cleanup.ps1,unknown,6f5c1bb49799982faf0b464fbaf460604e1ef0e0f68a75d6ee8ad6c158f1963f,soc.analyst1,High,1,62.99
EPA00007248,2026-09-05 08:26:45,2026-09-10 03:26:45,LPT-10378,EMP10378,SentinelOne,Unauthorized USB,Low,False Positive,Alert triggered by abnormal network connection.,Unknown,Unknown,6d6f2930457251c098661ffcace21051aae5325507908c3f2340a3461548feeb,admin,Low,1,115.0
EPA00007931,2026-08-01 20:15:02,2026-08-02 13:15:02,WS-10806,EMP10806,Kaspersky,Malware detected,High,Open,Endpoint protection detected suspicious activity on host.,C:\ProgramData\svc\agent.dll,explorer.exe,0d261b309ebe900968978db11567ba799e0dc3b4315e3cce918e788971f72e6e,admin,Critical,3,17.0
EPA00002894,2026-09-01 21:12:36,Unknown,WS-12849,EMP12849,Carbon Black,Credential dumping attempt,Medium,In Progress,Alert generated from heuristic engine. Possible false positive.,E:\Backup\data.rar,excel.exe,41339b53d0fd405bfb05fe81e54e6d8b2956f383a2ad139e2dc6b0f72b7b1ed7,soc.analyst1,Low,2,62.99
EPA00007485,2026-08-01 08:36:00,2026-08-05 22:36:35,WS-10004,EMP10004,CrowdStrike,Malware detected,Low,Resolved,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\Desktop\salary.xlsx,winword.exe,b2a4f169ad548c8809d506d161eff2eb0280a56b86b7f68fe58e37161bc24ce5,soc.analyst1,Low,1,110.01
EPA00000517,2026-08-11 04:17:44,2026-08-14 11:17:44,VDR-12624,EMP12624,Defender,suspicious_powershell,Low,Open,Endpoint agent blocked execution. Review required.,C:\Users\user\Desktop\salary.xlsx,python.exe,d160f0a168ca141dfe6fcf1a8298b162e7ae686b187fe53c35ef32c10b9fd444,Unknown,Medium,1,79.0
EPA00003169,2026-08-27 23:03:00,Unknown,WS-10121,EMP10121,McAfee,Keylogger suspected,Low,Open,Endpoint agent blocked execution. Review required.,C:\Users\Public\Downloads\invoice.exe,powershell.exe,8e98b2de6b485dc0b37b9a77fbc41073609ae5b786f81e5e62073da9c3d089bb,Unknown,High,1,62.99
EPA00002950,2026-08-15 02:14:00,2026-08-14 20:14:56,LPT-11831,EMP11831,CrowdStrike,Malware detected,Critical,Open,Endpoint protection detected suspicious activity on host.,D:\Projects\scripts\cleanup.ps1,powershell.exe,d423f8962409fa40d6aab40135f408da72d834e05f23cf8b37a187612ef20551,Unknown,Low,4,62.99
EPA00001425,2026-08-18 17:09:50,2026-08-21 08:09:00,VDR-10523,EMP10523,SentinelOne,Credential dumping attempt,Medium,New,Threat detected after file download from external website.,C:\Users\user\Desktop\salary.xlsx,excel.exe,5a6670c7606c696387307e6bf96d1548330fd2277a33935e3621d1b2aa0cb76d,Unknown,High,2,62.99
EPA00000140,2026-08-01 11:38:00,2026-08-02 01:38:25,VDR-10146,EMP10146,McAfee,Credential dumping attempt,High,New,Suspicious script execution observed. Logs attached.,C:\ProgramData\svc\agent.dll,excel.exe,Unknown,admin,Unknown,3,14.01
EPA00005287,2026-08-21 06:50:51,2026-08-21 15:50:00,VDR-11130,EMP11130,Kaspersky,Lateral movement detected,Critical,New,Multiple failed attempts to disable security agent.,E:\Backup\data.rar,explorer.exe,34cea34826edfd7a3355b5f31afbbd23e8528eba67e764e0816849adf3dfd57f,Unknown,Critical,4,8.99
EPA00001925,2026-09-07 00:00:00,2026-09-10 19:55:50,LPT-10141,EMP10141,Windows Defender,Unusual admin share access,Low,Open,Threat detected after file download from external website.,C:\Users\user\Desktop\salary.xlsx,cmd.exe,f8a827b2dcc9adc51f20ae61e81659ad530271c40dd66b70ca47af89bcc47d76,Unknown,Unknown,1,91.93
EPA00002379,2026-08-07 00:12:37,2026-08-08 01:12:00,WS-12851,EMP12851,SentinelOne,Trojan:Win32,Low,Resolved,Suspicious script execution observed. Logs attached.,Unknown,python.exe,6113bd8a6c4f6c7719c7c8679b97f65b192ae367c6a9901247a1e65e7827328b,Unknown,High,1,24.99
EPA00007275,2026-08-23 07:22:06,2026-08-25 05:22:06,LPT-11368,EMP11368,CrowdStrike,Malware detected,Medium,New,Malicious file blocked. User notified. Need validation.,C:\Windows\Temp\update.tmp,python.exe,Unknown,incident.team,Medium,2,46.0
EPA00003198,2026-09-03 18:03:34,2026-09-05 06:03:34,LPT-12530,EMP12530,Windows Defender,Browser hijack attempt,Medium,Resolved,Endpoint protection detected suspicious activity on host.,E:\Backup\data.rar,winword.exe,3a9c0d07a883920f8cd0ad1f0ee089a50dd9bdc6a3e9d67329b986995df57a1c,Unknown,Medium,2,36.0
EPA00004982,2026-08-12 01:07:00,2026-08-13 07:07:00,VDR-12215,EMP12215,Quick Heal,Browser hijack attempt,Low,New,User reported machine slowdown after popup. AV alert generated.,C:\Users\user\AppData\Local\Temp\cache.bin,Unknown,e491ff034e8ca41db202aec3042024d586518dc41c1865d6f95d086096d113e7,unassigned,Critical,1,30.0
EPA00000113,2026-08-04 02:50:29,2026-08-08 14:50:29,VDR-10940,EMP10940,CrowdStrike,Keylogger suspected,Low,False Positive,Process attempted to access sensitive directory.,E:\Backup\data.rar,python.exe,Unknown,soc.analyst1,Low,1,108.0
EPA00003196,2026-09-08 08:42:00,Unknown,WS-12596,EMP12596,Kaspersky,ransomware_behavior,Low,New,Malicious file blocked. User notified. Need validation.,C:\Users\Public\Downloads\invoice.exe,cmd.exe,0b8f070d2891696aabf8ee5c96978898a81628f5406194bc4e60d684a474e9a1,Unknown,Critical,1,62.99
EPA00000464,2026-08-12 20:48:10,Unknown,WS-11513,EMP11513,Kaspersky,Trojan:Win32,Low,Open,Alert generated from heuristic engine. Possible false positive.,Unknown,explorer.exe,827e47d3aefc409f040027d5430c8101484a3198e2a3541341ccf2e5a7b93787,admin,High,1,62.99
EPA00001234,2026-08-18 16:54:21,2026-08-19 15:54:21,LPT-11751,EMP11751,McAfee,Trojan:Win32,Critical,In Progress,Multiple failed attempts to disable security agent.,D:\Projects\scripts\cleanup.ps1,Unknown,72eb3f9ab53b8ee42658031a3e042b120952d69ec0fe93c1f2adb8aa1ad9d370,soc.analyst1,High,4,23.0
EPA00003251,2026-09-06 09:58:39,2026-09-10 00:00:00,WS-10970,EMP10970,SYMANTEC,Ransomware Activity,Low,Open,Multiple failed attempts to disable security agent.,D:\Projects\scripts\cleanup.ps1,powershell.exe,b8382b1e2432bdc20f9811c79833bf147610544429a266fa23a91a13f0a3b4f0,soc.analyst2,Medium,1,86.02
EPA00000595,2026-08-19 02:55:23,2026-08-22 15:55:23,WS-12717,EMP12717,Kaspersky,Lateral movement detected,High,New,Malicious file blocked. User notified. Need validation.,C:\Users\user\Desktop\salary.xlsx,explorer.exe,8accec1dbf9c4487616f3a54389ddd2cff993529fa4063f26387074c3f544d1e,unassigned,Medium,3,85.0
EPA00005039,2026-09-06 00:00:00,2026-09-10 02:04:14,VDR-10072,EMP10072,SYMANTEC,USB device blocked,Critical,Resolved,Malicious file blocked. User notified. Need validation.,C:\Users\Public\Downloads\invoice.exe,Unknown,Unknown,incident.team,Medium,4,98.07
EPA00003856,Unknown,Unknown,LPT-10920,EMP10920,Defender,USB device blocked,Low,Resolved,User reported machine slowdown after popup. AV alert generated.,C:\Users\user\AppData\Local\Temp\cache.bin,cmd.exe,Unknown,Unknown,Medium,1,62.99
EPA00005289,2026-08-16 00:00:00,Unknown,WS-10764,EMP10764,McAfee,Ransomware Activity,Low,New,Suspicious script execution observed. Logs attached.,E:\Backup\data.rar,powershell.exe,e443612024d3df6c6144ee95419113782b6cbb887ffa2d8850b93b49a7926645,incident.team,Low,1,62.99
EPA00000451,2026-08-01 17:20:55,Unknown,LPT-11170,EMP11170,SYMANTEC,Unusual admin share access,Medium,Resolved,Malicious file blocked. User notified. Need validation.,E:\Backup\data.rar,explorer.exe,Unknown,unassigned,Low,2,62.99
EPA00003278,2026-08-30 07:54:00,2026-09-03 18:54:00,LPT-10993,EMP10993,Windows Defender,Unusual admin share access,Critical,Resolved,Suspicious script execution observed. Logs attached.,D:\Projects\scripts\cleanup.ps1,python.exe,fa2dfae37ff34ab48baa0f9377b35da31663af363321a36a2f80c14c847c74b6,soc.analyst1,High,4,107.0
EPA00006493,2026-08-10 02:51:00,2026-08-12 14:51:32,LPT-12046,EMP12046,SentinelOne,Phishing URL blocked,Critical,New,Alert triggered by abnormal network connection.,C:\Users\user\AppData\Local\Temp\cache.bin,winword.exe,d4d509d3b0761ccfed5b1f7a0c72c03b71631af489e3dc42380469dcd6ffa200,incident.team,Critical,4,60.01
EPA00004857,Unknown,2026-08-12 00:00:00,WS-11415,EMP11415,SYMANTEC,Suspicious PowerShell Execution,Low,Closed,Suspicious script execution observed. Logs attached.,C:\Users\user\Desktop\salary.xlsx,powershell.exe,5bf11fd791f96fb61717ddbb64581a2660fffa9e203bd1b3f759a3a45a6dfc79,soc.analyst1,Critical,1,62.99
EPA00000313,2026-08-04 16:03:12,2026-08-06 00:00:00,LPT-10384,EMP10384,SentinelOne,Suspicious PowerShell Execution,Critical,In Progress,Malicious file blocked. User notified. Need validation.,C:\Users\Public\Downloads\invoice.exe,winword.exe,d3b6a48206b3d947f868887441663a69f2bfa6178f1c38faf1d8cc9851390b72,unassigned,Low,4,31.95
EPA00006156,2026-08-05 00:00:00,2026-08-06 17:37:56,VDR-10099,EMP10099,Windows Defender,MALWARE_DETECTED,Medium,In Progress,Alert triggered by abnormal network connection.,C:\ProgramData\svc\agent.dll,cmd.exe,a6eb9111d003508f1b0a25854af47523e94d6c3a96404c1ac84e866e696ea532,unassigned,Unknown,2,41.63
EPA00004825,2026-09-05 03:50:18,Unknown,WS-12944,EMP12944,Windows Defender,Ransomware Activity,Critical,In Progress,Process attempted to access sensitive directory.,C:\ProgramData\svc\agent.dll,Unknown,f7e45108ed8f55ff07d76d36956ede9aaedbd9020c2cd304acaa9df76a8d80fa,soc.analyst1,Medium,4,62.99
EPA00005023,2026-09-02 05:05:38,2026-09-03 14:05:38,LPT-11148,EMP11148,CrowdStrike,Ransomware Activity,Low,New,Suspicious script execution observed. Logs attached.,C:\Windows\System32\drivers\etc\hosts,Unknown,0f7946f16928d5b41e6e19c17f6600ceb834e5b7409b80187512adb984460761,Unknown,Medium,1,33.0
EPA00007487,2026-08-31 00:56:02,2026-08-31 03:56:02,VDR-11603,EMP11603,SentinelOne,Phishing URL blocked,Medium,Unassigned,Endpoint agent blocked execution. Review required.,Unknown,powershell.exe,dd99d6f6cc7d0cf1537e8877c4576f4dc18ff35ec2b1ff1d214ff05f9fbe1a57,soc.analyst2,Low,2,3.0
EPA00007090,Unknown,Unknown,VDR-10527,EMP10527,CrowdStrike,Malware detected,Low,Resolved,User reported machine slowdown after popup. AV alert generated.,C:\Windows\System32\drivers\etc\hosts,Unknown,fe5d54935eff6e27a386a4087a6ae3c675bd2ca5f5b22b6b096863542acc968d,soc.analyst1,Medium,1,62.99
EPA00000452,2026-08-23 00:00:00,2026-08-24 01:07:18,LPT-11250,EMP11250,Quick Heal,Ransomware Activity,High,Closed,Malicious file blocked. User notified. Need validation.,Unknown,Unknown,fa59022ffe384b3ac7efc83a3ba31fa937bae07f23fc0685f9ced053c651b6e7,Unknown,Low,3,25.12
EPA00003167,2026-08-07 20:40:21,2026-08-12 16:40:21,Unknown,EMP11784,Carbon Black,Malware detected,Low,New,Suspicious script execution observed. Logs attached.,C:\ProgramData\svc\agent.dll,chrome.exe,20a90485a2f1acda2b412efcbd07c1a6ae22bee91cbfc0601bee545d0b477f27,soc.analyst2,Unknown,1,116.0
EPA00003732,Unknown,Unknown,VDR-10240,EMP10240,CrowdStrike,ransomware_behavior,Medium,In Progress,Malicious file blocked. User notified. Need validation.,C:\Users\Public\Downloads\invoice.exe,Unknown,4f2509271e94a7befd708b36f3853d992dfe5badef0a910af1436a3633752316,admin,Unknown,2,62.99
EPA00006750,2026-09-01 16:29:39,2026-09-06 13:29:39,Unknown,EMP12679,Windows Defender,Malware detected,Low,Closed,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\AppData\Local\Temp\cache.bin,powershell.exe,4fe70e7020ca522a379c13e43546243ad604326bf1c93b80b65fa13e12ed1538,incident.team,Critical,1,117.0
EPA00006692,2026-08-25 16:37:53,Unknown,LPT-12231,EMP12231,McAfee,Trojan:Win32,Medium,In Progress,Malicious file blocked. User notified. Need validation.,Unknown,Unknown,5528fc241e2d0e8740e7745ef11dce13736130b28a8149a665ef6e5dd6018c28,soc.analyst1,Unknown,2,62.99
EPA00003627,2026-08-31 15:22:13,2026-09-03 08:22:13,LPT-12407,EMP12407,SentinelOne,Phishing URL blocked,Medium,New,Endpoint protection detected suspicious activity on host.,C:\Users\user\Desktop\salary.xlsx,msedge.exe,618c7b960c3c1ae11bdfea5d072ecd2b2bee84aa1023ecc91d6202d5afc683ba,Unknown,Low,2,65.0
EPA00000891,2026-09-06 19:45:26,2026-09-09 23:45:26,WS-12623,EMP12623,Carbon Black,MALWARE_DETECTED,High,Resolved,User reported machine slowdown after popup. AV alert generated.,C:\ProgramData\svc\agent.dll,Unknown,c09655cb50f70362a9d0b45edd9e124d600fc6696d3edf691d3a3650af7639aa,admin,High,3,76.0
EPA00007921,Unknown,2026-08-04 23:15:02,LPT-12807,EMP12807,McAfee,ransomware_behavior,Medium,New,Threat detected after file download from external website.,C:\Windows\System32\drivers\etc\hosts,winword.exe,3400788e59903a90421428e3ab40e1550b02f2ef6d5ef1e04f395ae86ebfad7f,Unknown,High,2,62.99
EPA00002764,2026-08-30 18:00:33,2026-08-31 17:00:33,WS-10009,EMP10009,SYMANTEC,MALWARE_DETECTED,Low,In Progress,Threat detected after file download from external website.,Unknown,Unknown,20ecfd9717ea00f7aedb8658579a2dd27d80b3aee59432e3e1868c67ab111c20,admin,Critical,1,23.0
EPA00000659,2026-08-25 00:06:58,2026-08-27 23:06:58,VDR-11210,EMP11210,SentinelOne,USB device blocked,Low,Unassigned,Alert triggered by abnormal network connection.,E:\Backup\data.rar,Unknown,c3f0659c3e7a34110b4ab5dc4c5e27ed6154f6619bbccda09d6255ce53bf12d5,unassigned,Unknown,1,71.0
EPA00001507,Unknown,2026-08-26 06:04:32,WS-11687,EMP11687,SYMANTEC,Suspicious PowerShell Execution,High,New,Alert triggered by abnormal network connection.,C:\Users\Public\Downloads\invoice.exe,chrome.exe,a654a968515b70aa0c416f8391f3d104557459cdb6b083709b5ac4c2e3b3bc86,incident.team,Medium,3,62.99
EPA00005227,2026-09-04 13:17:00,2026-09-07 18:17:29,VDR-11675,EMP11675,SYMANTEC,ransomware_behavior,Low,New,Endpoint agent blocked execution. Review required.,C:\Windows\Temp\update.tmp,cmd.exe,9f3e6aca6b18dd7ceb4f9f48efe034071f6e54148a4eef320cf56912a4a423aa,Unknown,Unknown,1,77.01
EPA00006914,2026-08-12 05:21:47,2026-08-14 00:00:00,LPT-10821,EMP10821,SYMANTEC,suspicious_powershell,Low,Unassigned,User reported machine slowdown after popup. AV alert generated.,D:\Projects\scripts\cleanup.ps1,unknown,Unknown,unassigned,Critical,1,42.64
EPA00007756,Unknown,2026-09-11 19:40:04,Unknown,EMP11967,CrowdStrike,Ransomware Activity,High,Resolved,Threat detected after file download from external website.,Unknown,excel.exe,Unknown,soc.analyst1,Unknown,3,62.99
EPA00001000,2026-08-04 16:56:21,2026-08-09 12:56:21,LPT-11181,EMP11181,Windows Defender,Browser hijack attempt,Medium,New,Threat detected after file download from external website.,C:\Users\Public\Downloads\invoice.exe,python.exe,74e82164eda05a9ff0d29e6ded27d3cc8b92aa24997e6a987f34f817b51a1770,Unknown,Unknown,2,116.0
EPA00000390,2026-08-08 18:12:00,2026-08-11 00:00:00,WS-10781,EMP10781,SentinelOne,MALWARE_DETECTED,Low,Closed,Alert triggered by abnormal network connection.,C:\Users\Public\Downloads\invoice.exe,Unknown,24182624447627e5a8641ede917bab28130c14fcc36ba5119134c231afce11da,incident.team,Unknown,1,53.8
EPA00003408,2026-09-01 00:00:00,2026-09-04 00:00:00,WS-11860,EMP11860,CrowdStrike,Malware detected,High,Open,Alert triggered by abnormal network connection.,C:\Users\user\Desktop\salary.xlsx,Unknown,7b213b6093dbb44efd74818aeebfd0d536963e6d151a70433d0a4d80d23835c6,soc.analyst2,Low,3,72.0
EPA00002331,2026-08-30 19:33:52,2026-08-31 13:33:52,LPT-11830,EMP11830,SentinelOne,Browser hijack attempt,High,In Progress,Suspicious script execution observed. Logs attached.,C:\Windows\System32\drivers\etc\hosts,Unknown,Unknown,soc.analyst1,Unknown,3,18.0
EPA00001477,2026-08-07 21:45:02,2026-08-09 01:45:02,WS-10572,EMP10572,SentinelOne,Credential dumping attempt,Low,Open,Malicious file blocked. User notified. Need validation.,C:\Users\Public\Downloads\invoice.exe,Unknown,4845d19359dee978c041ceb9361716157d66131bdcb6cfb151e156d37fdd6b0f,Unknown,Unknown,1,28.0
